scene,button,path,active,canvasX,canvasY,width,height,graphic,persistentCalls
"Assets/Scenes/CXG4.unity","Button 18","Canvas/Button 18",false,0,0,0,0,"UISprite","FanlieFu.GoNextScene"
"Assets/Scenes/CXG4.unity","Button","Canvas/Button",false,0,0,0,0,"UISprite","JiXu.Click"
"Assets/Scenes/XLC.unity","Button 1","Canvas/Button 1",false,0,0,0,0,"UISprite","loading.GoNextScene"
"Assets/Scenes/XLC.unity","Button","Canvas/Button",false,0,0,0,0,"UISprite","JiXu1.Click"
"Assets/Scenes/Gongdi1.unity","Button0","Canvas/Button0",false,0,0,0,0,"UISprite","JiXu2.Click"
"Assets/Scenes/Gongdi1.unity","Button .","Canvas/Button .",false,0,0,0,0,"UISprite","FanjianGDdao.GoNextScene"
"Assets/Scenes/Gongdi1.unity","123","Canvas/123",false,0,0,0,0,"UISprite",""
"Assets/Scenes/Zhu.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,-180.14,195.08,64.25,34.72,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 6/Button 1",false,169.4,187.24,24.78,29.08,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 26","Canvas/RawImage 1/RawImage/RawImage 6/Button 26",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","125","Canvas/RawImage 1/RawImage/RawImage 7/125",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 2/Button 2",false,93.32,-176.67,56.85,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 1/Button 2",false,92.39,-176.67,56.85,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button 1",false,-43.55,-107.72,59.1,24.89,"UISprite","OGD.GoNextScene;AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 11","Canvas/RawImage 1/RawImage/RawImage 6/Button 11",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 20","Canvas/RawImage 1/RawImage/RawImage 7/Button 20",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 7/Button 16",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 21","Canvas/RawImage 1/RawImage/RawImage 5/Button 21",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 6","Canvas/RawImage 1/RawImage/RawImage 6/Button 6",false,224.28,-189.57,65.72,34.84,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","128","Canvas/RawImage 1/RawImage/RawImage 9/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 6/Button 5",false,-46.59,135.26,24.44,17.45,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button 19","Canvas/RawImage 1/RawImage/RawImage 5/Button 19",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 7/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","129","Canvas/RawImage 1/RawImage/RawImage 1/129",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button 2",false,55.38,-107.72,58.29,24.89,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button 8","Canvas/RawImage 1/RawImage/RawImage 7/Button 8",false,121.77,39.41,25.43,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","128","Canvas/RawImage 1/RawImage/RawImage 4/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 6","Canvas/RawImage 1/RawImage/Button 6",true,14.2,185.08,42.02,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 3/Button 1",false,181.59,178.36,25.74,21.71,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 7/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 6/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 5/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 9","Canvas/RawImage 1/RawImage/Button 9",true,65.09,185.08,42.19,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Zhu.unity","124","Canvas/RawImage 1/RawImage/RawImage 8/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 6/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 27","Canvas/RawImage 1/RawImage/RawImage 6/Button 27",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 7/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 5/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/Button 1",true,201.1,-59.83,103.4,287.4,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 7/Button 1",false,169.33,187.39,24.46,29.8,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 5/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","130","Canvas/RawImage 1/RawImage/RawImage 2/130",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 3","Canvas/RawImage 1/RawImage/Button 3",true,-153.36,185.25,63.73,35.5,"UISprite","Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 5/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 5/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 2/Button 3",false,32.27,-176.67,56.68,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","127","Canvas/RawImage 1/RawImage/RawImage 5/127",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 5/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 1/Button 1",false,152.9,-176.63,57.23,22.17,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button.","Canvas/RawImage 1/RawImage/Button.",true,86.21,-59.83,105.84,287.4,"UISprite","Tianti.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 7/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 6/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 4","Canvas/RawImage 1/RawImage/Button 4",true,-91.17,185.08,41.41,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 25","Canvas/RawImage 1/RawImage/RawImage 6/Button 25",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 22","Canvas/RawImage 1/RawImage/RawImage 6/Button 22",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","126","Canvas/RawImage 1/RawImage/RawImage 6/126",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 28","Canvas/RawImage 1/RawImage/RawImage 6/Button 28",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 8/Button 16",false,-43.58,-108.05,56.39,23.49,"UISprite","Quit.Click"
"Assets/Scenes/Zhu.unity","Button 14","Canvas/RawImage 1/RawImage/RawImage 5/Button 14",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 13","Canvas/RawImage 1/RawImage/Button 13",true,-207.29,187.8,30.25,40.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 5/Button 16",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 4/Button 1",false,152.88,-176.4,57.11,23.03,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 21","Canvas/RawImage 1/RawImage/RawImage 7/Button 21",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 7","Canvas/RawImage 1/RawImage/RawImage 7/Button 7",false,224.28,-189.57,65.72,34.84,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 19","Canvas/RawImage 1/RawImage/RawImage 7/Button 19",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","128","Canvas/RawImage 1/RawImage/RawImage 10/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 5/Button 1",false,169.4,187.24,24.78,29.08,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 11","Canvas/RawImage 1/RawImage/Button 11",true,243.95,187.99,25.2,29.26,"UISprite","Kaiqi.Click"
"Assets/Scenes/Zhu.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 5/Button 5",false,224.67,-189.98,65.56,32.61,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 8","Canvas/RawImage 1/RawImage/Button 8",true,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 7/Button 4",false,6.39,39.41,25.52,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 20","Canvas/RawImage 1/RawImage/RawImage 5/Button 20",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","129","Canvas/RawImage 1/RawImage/RawImage 3/129",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 2/Button 1",false,153.82,-176.67,57.23,22.17,"UISprite","Zhu.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 7","Canvas/RawImage 1/RawImage/Button 7",true,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 1/Button 3",false,157.97,168.46,47.14,23.64,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 7/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 12","Canvas/RawImage 1/RawImage/Button 12",true,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 6/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 7/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,1.64,-88.09,64.01,30.04,"UISprite","DHM.OnButton;AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 7/Button 5",false,-46.59,135.26,24.44,17.45,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button00","Canvas/RawImage 1/RawImage/Button00",true,169.4,187.99,25.12,29.26,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 8/Button 15",false,55.88,-108.05,57.83,23.49,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,202.64,197.83,28.54,26.17,"UISprite","guanbi.Click;AudioSource.Play"
"Assets/Scenes/Zhu.unity","123","Canvas/RawImage 1/RawImage/123",true,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Zhu.unity","Button 2","Canvas/RawImage 1/RawImage/Button 2",true,-30.81,-59.83,102.05,287.4,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Zhu.unity","Button 5","Canvas/RawImage 1/RawImage/Button 5",true,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 1/Button 4",false,158,142.69,47.14,23.33,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 10/Button111",false,202.64,197.83,28.54,26.17,"UISprite","guanbi.Click;AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 7/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 24","Canvas/RawImage 1/RawImage/RawImage 6/Button 24",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 10/Button111",false,-115.92,195.58,62.83,33.72,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Zhu.unity","Button 22","Canvas/RawImage 1/RawImage/RawImage 6/Button 22",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Zhu.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 5/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","128","Canvas/RawImage 1/RawImage/RawImage 10/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou.unity","Button 14","Canvas/RawImage 1/RawImage/Button 14",true,243.95,130.1,33.77,18.47,"UISprite","Shenghua.GoNextScene"
"Assets/Scenes/Ziyou.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 6/Button 1",false,169.4,187.24,24.78,29.08,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Ziyou.unity","Button 26","Canvas/RawImage 1/RawImage/RawImage 6/Button 26",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 2/Button 2",false,93.32,-176.67,56.85,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 1/Button 2",false,92.39,-176.67,56.85,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 11","Canvas/RawImage 1/RawImage/RawImage 6/Button 11",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 20","Canvas/RawImage 1/RawImage/RawImage 7/Button 20",false,219.49,187.99,24.9,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 16","Canvas/RawImage 1/RawImage/RawImage 7/Button 16",false,-207.29,187.8,30.25,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 21","Canvas/RawImage 1/RawImage/RawImage 5/Button 21",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,-180.14,195.08,64.25,34.72,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 9/RawImage/Button 2",false,55.38,-107.72,58.29,24.89,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Ziyou.unity","Button 6","Canvas/RawImage 1/RawImage/RawImage 6/Button 6",false,224.28,-189.57,65.72,34.84,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 5","Canvas/RawImage 1/RawImage/RawImage 6/Button 5",false,-46.59,135.26,24.44,17.45,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou.unity","Button 19","Canvas/RawImage 1/RawImage/RawImage 5/Button 19",false,-38.9,185.08,41.47,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 7/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button222","Canvas/RawImage 1/RawImage/RawImage 10/Button222",false,-115.92,195.58,62.83,33.72,"UISprite","Kaiqi.Click;guanbi.Click"
"Assets/Scenes/Ziyou.unity","124","Canvas/RawImage 1/RawImage/RawImage 2/124",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou.unity","Button 8","Canvas/RawImage 1/RawImage/RawImage 7/Button 8",false,121.77,39.41,25.43,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 6","Canvas/RawImage 1/RawImage/Button 6",true,14.2,185.08,42.02,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 3/Button 1",false,181.59,178.36,25.74,21.71,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Ziyou.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 7/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 6/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","Button 17","Canvas/RawImage 1/RawImage/RawImage 5/Button 17",false,243.95,187.99,25.2,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 9","Canvas/RawImage 1/RawImage/Button 9",true,65.09,185.08,42.19,35.1,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","123","Canvas/RawImage 1/RawImage/123",true,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 6/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 27","Canvas/RawImage 1/RawImage/RawImage 6/Button 27",false,-239.43,187.79,30.35,40.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 10","Canvas/RawImage 1/RawImage/RawImage 7/Button 10",false,14.2,185.08,42.02,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 18","Canvas/RawImage 1/RawImage/RawImage 5/Button 18",false,194.53,187.99,24.79,29.26,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button113","Canvas/RawImage 1/RawImage/RawImage 9/Button113",false,202.69,198.09,28.38,24.7,"UISprite","AudioSource.Play;guanbi.Click"
"Assets/Scenes/Ziyou.unity","Button 1","Canvas/RawImage 1/RawImage/Button 1",true,222.55,-56.75,65.34,31.31,"UISprite","Ziyou1.GoNextScene"
"Assets/Scenes/Ziyou.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 7/Button 1",false,169.33,187.39,24.46,29.8,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Ziyou.unity","Button 4","Canvas/RawImage 1/RawImage/RawImage 5/Button 4",false,-7.24,39.41,52.25,17.45,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 3","Canvas/RawImage 1/RawImage/Button 3",true,-153.36,185.25,63.73,35.5,"UISprite","Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","128","Canvas/RawImage 1/RawImage/RawImage 9/128",false,1.56,-1.13,550.47,468.37,"UISprite",""
"Assets/Scenes/Ziyou.unity","Button 13","Canvas/RawImage 1/RawImage/RawImage 5/Button 13",false,65.09,185.08,42.19,35.1,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 5/Button 3",false,56.16,135.25,24.45,17.45,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","Button 3","Canvas/RawImage 1/RawImage/RawImage 2/Button 3",false,32.27,-176.67,56.68,22.17,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 5/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","Button 1","Canvas/RawImage 1/RawImage/RawImage 1/Button 1",false,152.9,-176.63,57.23,22.17,"UISprite","Ziyou.GoNextScene"
"Assets/Scenes/Ziyou.unity","Button111","Canvas/RawImage 1/RawImage/RawImage 9/Button111",false,1.64,-88.09,64.01,30.04,"UISprite","DHM.OnButton;AudioSource.Play"
"Assets/Scenes/Ziyou.unity","Button 2","Canvas/RawImage 1/RawImage/RawImage 7/Button 2",false,-14.48,135.16,24.45,17.63,"UISprite","guanbi.Click;Kaiqi.Click"
"Assets/Scenes/Ziyou.unity","Button 15","Canvas/RawImage 1/RawImage/RawImage 6/Button 15",false,-153.36,185.25,63.73,35.5,"UISprite","AudioSource.Play"
"Assets/Scenes/Ziyou.unity","123","Canvas/RawImage 1/RawImage/RawImage 3/123",false,1.56,-1.13,550.47,468.37,"UISprite",""
