ROOT First Person Player active=False path=First Person Player
  First Person Player activeSelf=False active=False components=Transform;CharacterController;Music1;Music;PlayerMovement;Tab;Sound2;Stop;Test4
  First Person Player/Main Camera activeSelf=True active=False components=Transform;Camera;Rigidbody;MouseLook;Skybox
  First Person Player/GroundCheak activeSelf=True active=False components=Transform
  First Person Player/Audio Source activeSelf=False active=False components=Transform;AudioSource;AudioListener
ROOT Canvas active=True path=Canvas
  Canvas activeSelf=True active=True components=RectTransform;Canvas
  Canvas/RawImage activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=准星
  Canvas/RawImage 3 activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=小刀lei
  Canvas/Canvas activeSelf=False active=False components=RectTransform;Canvas;CanvasScaler;GraphicRaycaster
  Canvas/Canvas/RawImage activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=lei
  Canvas/RawImage 4 activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=大厅
  Canvas/RawImage 4/RawImage 5 activeSelf=True active=True components=RectTransform;CanvasRenderer;RawImage texture=载入工地
  Canvas/RawImage 4/RawImage 5/Text activeSelf=True active=True components=RectTransform;CanvasRenderer;Text text="0%"
  Canvas/RawImage 4/RawImage 5/Image activeSelf=True active=True components=RectTransform;CanvasRenderer;Image;test1 sprite=进度条
ROOT Canvas active=False path=Canvas
  Canvas activeSelf=False active=False components=RectTransform;Canvas;CanvasScaler;GraphicRaycaster
  Canvas/RawImage activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=雷达
  Canvas/RawImage 1 activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=比分
  Canvas/RawImage 2 activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=雷达1
ROOT Canvas active=False path=Canvas
  Canvas activeSelf=False active=False components=RectTransform;Canvas;CanvasScaler;GraphicRaycaster
  Canvas/RawImage activeSelf=True active=False components=RectTransform;CanvasRenderer;RawImage texture=退出
  Canvas/123 activeSelf=True active=False components=RectTransform;CanvasRenderer;Image;Button;ButtonSound sprite=UISprite
  Canvas/Button0 activeSelf=True active=False components=RectTransform;CanvasRenderer;Image;Button;ButtonSound;JiXu2 sprite=UISprite
  Canvas/Button . activeSelf=True active=False components=RectTransform;CanvasRenderer;Image;Button;ButtonSound;FanjianGDdao sprite=UISprite
ENVIRONMENT camera=(188.50, 440.35, 143.78) skybox=Skybox
  OPEN_SPAWN (179.86, 457.86, 66.30) ground=Cube (2)
  OPEN_SPAWN (179.86, 451.94, 73.14) ground=金字塔/Cylinder (28)
  OPEN_SPAWN (179.86, 446.06, 79.97) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (179.86, 438.40, 86.81) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 438.40, 93.65) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 441.40, 100.49) ground=金字塔/Group-577096-697/Obj3d66-577096-114-776
  OPEN_SPAWN (179.86, 438.40, 107.32) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 438.40, 114.16) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 438.40, 121.00) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 438.40, 127.84) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 438.40, 134.67) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (179.86, 458.51, 141.51) ground=Cube (1)
  OPEN_SPAWN (179.86, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (184.90, 457.86, 66.30) ground=Cube (2)
  OPEN_SPAWN (184.90, 446.06, 73.14) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (184.90, 446.06, 79.97) ground=金字塔/Obj3d66-577096-76-388 (10)
  OPEN_SPAWN (184.90, 438.40, 86.81) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 93.65) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 100.49) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 107.32) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 114.16) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 121.00) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 127.84) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 438.40, 134.67) ground=金字塔/Obj3d66-577096-104-281
  OPEN_SPAWN (184.90, 446.06, 141.51) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (184.90, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
  OPEN_SPAWN (189.93, 458.46, 66.30) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 73.14) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 79.97) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 86.81) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 93.65) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 100.49) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 107.32) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 114.16) ground=Cube (3)
  OPEN_SPAWN (189.93, 458.46, 121.00) ground=Cube (4)
  OPEN_SPAWN (189.93, 458.46, 127.84) ground=Cube (4)
  OPEN_SPAWN (189.93, 458.46, 134.67) ground=Cube (4)
  OPEN_SPAWN (189.93, 458.46, 141.51) ground=Cube (4)
  OPEN_SPAWN (189.93, 446.06, 148.35) ground=金字塔/Obj3d66-577096-76-388
PISTOL renderers=1 bounds=Center: (131.47, 104.08, -93.43), Extents: (0.09, 0.13, 0.61)
SOURCE_PLAYER test_one
  test_one active=True localPosition=(188.50, 438.71, 143.78) components=Transform;CharacterController
  test_one/FPSCamera active=True localPosition=(0.00, 0.00, 0.00) components=Transform;AudioListener;Camera
  test_one/FPSCamera/1Pistol active=True localPosition=(0.00, 0.00, 0.00) components=Transform;AudioSource
  test_one/FPSCamera/WeaponCamera active=True localPosition=(0.00, 0.00, 0.00) components=Transform;Camera
